qid,duration_bin,cohort,audio_duration_sec,gt_duration_sec,full_center_hit10_2s,hard25_center_hit10_2s,gt_only_center_hit10_2s,full_oracle10_iou07,hard25_oracle10_iou07,gt_only_oracle10_iou07,full_width_gt_ratio,hard25_width_gt_ratio,gt_only_width_gt_ratio,hard_minus_full_center_pp,hard_minus_full_oracle_pp,hard_minus_full_width_gt_ratio
gbi6MxPf3hA_2,2-5s,control,65.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,7.0,0.0,0.0,0.25
gbi6MxPf3hA_3,2-5s,control,65.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666
gbtcDoh0q3c_2,2-5s,harmful,240.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,4.5,0.5,0.0,0.0,0.25
gf6H_MWCqjw_4,2-5s,harmful,119.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.6666666666666667,0.0,-100.0,0.0,-0.9999999999999998
gkWd1HugK2w_1,2-5s,control,151.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.5,8.5,9.0,100.0,0.0,1.0
glAeihz0NAM_1,2-5s,harmful,185.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.75,3.0,4.25,-100.0,0.0,-1.75
gr5Zss89yLQ_1,0-2s,harmful,106.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,14.0,-100.0,0.0,18.0
gr5Zss89yLQ_3,2-5s,control,106.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0
gr5Zss89yLQ_4,2-5s,control,106.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.25,1.5,0.0,0.0,100.0,0.25
h3UhoHIMfpw_1,2-5s,harmful,130.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.5,3.0,2.5,-100.0,0.0,0.5
hDMHIDJdfDA_3,2-5s,harmful,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
hVUmQfBIYe8_1,2-5s,control,179.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.25,1.25,0.0,0.0,-0.5
hmd6pa2e_rs_1,0-2s,control,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,30.0,0.0,0.0,1.0
hmd6pa2e_rs_2,2-5s,harmful,242.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,1.0
hmd6pa2e_rs_3,2-5s,control,242.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.3333333333333335,11.666666666666666,0.0,0.0,0.666666666666667
hzn_wGlzGpU_1,2-5s,harmful,126.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,7.0,-100.0,0.0,0.5
hzn_wGlzGpU_2,0-2s,control,126.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,10.0,13.0,0.0,0.0,5.0
i6MQCm58zlY_3,2-5s,harmful,247.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.6666666666666665,3.6666666666666665,1.0,-100.0,0.0,1.0
iOCpICiu4LA_2,2-5s,control,299.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,6.666666666666667,25.333333333333332,0.0,0.0,2.333333333333334
ilspW7JRjAg_1,0-2s,control,208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,155.0,120.0,0.0,0.0,117.0
inSvboaSRwA_2,0-2s,harmful,299.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,3.0,-100.0,0.0,7.0
jid4t-FzUn0_1,2-5s,control,163.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,0.0,0.0,0.0
jid4t-FzUn0_3,2-5s,control,163.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,100.0,0.0,0.6666666666666667
jjfUaMQaG1A_2,0-2s,harmful,300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,4.0
jlwe9jtu5Gw_1,2-5s,control,63.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.3333333333333333,4.333333333333333,0.0,0.0,0.33333333333333326
jlwe9jtu5Gw_2,2-5s,harmful,63.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5,2.0,0.0,-100.0,0.0,0.5
jlwe9jtu5Gw_3,2-5s,control,63.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.6666666666666667,0.3333333333333333,0.0,100.0,0.6666666666666667
kHIe4CfaccQ_2,2-5s,control,112.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,19.5,1.0,0.0,0.0,11.5
kXjzsroVTtw_1,0-2s,harmful,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
kdflh3akyH8_1,2-5s,control,99.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
lTfNLKEy1RU_2,2-5s,control,181.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.5,2.5,1.0,0.0,0.0,0.0
lVr-PxhZo8s_1,2-5s,control,69.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0
lVr-PxhZo8s_3,0-2s,harmful,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,5.0,-100.0,0.0,11.0
lgwpIImXCWA_3,2-5s,control,194.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,4.0,1.5,0.0,0.0,1.5
lh801oHGtD4_2,2-5s,control,97.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.33333333333333326
lh801oHGtD4_3,2-5s,control,97.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.25,0.25,0.0,0.0,-0.25
lmPMhs-9IYE_2,2-5s,control,155.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.75,0.5,100.0,100.0,-5.25
lrKGCtSsAkA_2,2-5s,control,240.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,112.0,95.5,0.0,0.0,15.0
lrKGCtSsAkA_3,0-2s,harmful,240.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,44.0,38.0,-100.0,0.0,-23.0
lrKGCtSsAkA_4,0-2s,control,240.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,14.0,14.0,0.0,0.0,6.0
mSF_FqBtRPs_1,2-5s,control,67.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.75,0.25,0.0,100.0,0.25
mWqH2xwjkYA_1,2-5s,control,118.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,1.75,1.75,0.0,-100.0,0.25
m_U506sf9p4_2,2-5s,harmful,212.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0
m_U506sf9p4_3,2-5s,harmful,212.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,3.0,1.0,0.0,0.0,-0.5
m_U506sf9p4_4,2-5s,control,212.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,4.333333333333333,1.0,0.0,0.0,0.6666666666666665
n-JyOqYSLQM_2,2-5s,control,299.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,5.0,0.5,100.0,0.0,0.5
nLtNjMimLE0_1,2-5s,harmful,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,16.25,34.75,0.0,0.0,9.75
nU-AI3Cmc3M_1,2-5s,harmful,86.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.333333333333333,0.0,-100.0,0.0,3.0
nlC4UI4hZ60_2,2-5s,control,77.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,-100.0,0.0,0.0
o7-X8DAToGc_1,2-5s,control,300.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.5,1.0,100.0,0.0,0.5
o7-X8DAToGc_2,2-5s,control,300.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.5,34.0,0.0,0.0,1.5
oN0IcZaHD_8_2,2-5s,control,299.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,14.5,3.0,0.0,0.0,8.5
oNHCc_izsDE_1,0-2s,harmful,106.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,17.0,-100.0,0.0,26.0
os_2U4xqTqw_1,2-5s,control,223.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.666666666666667,35.0,5.333333333333333,0.0,0.0,30.333333333333332
os_2U4xqTqw_2,2-5s,control,223.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,6.333333333333333,0.0,0.0,3.0
os_2U4xqTqw_3,0-2s,control,223.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,26.0,21.0,0.0,0.0,17.0
os_2U4xqTqw_4,2-5s,harmful,223.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.25,4.5,0.0,-100.0,0.0,2.25
p9qRTh4BmSE_1,2-5s,harmful,128.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.0,9.0,0.0,0.0,1.5
p9qRTh4BmSE_2,2-5s,control,128.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,7.0,30.5,0.0,0.0,-3.0
pCQEWAFGEjc_1,2-5s,control,299.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.6666666666666665,5.333333333333333,0.0,0.0,0.33333333333333304
pCQEWAFGEjc_2,2-5s,harmful,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,4.25,0.25,0.0,0.0,1.5
pHYkWkZ4guE_3,2-5s,harmful,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.5,18.5,0.0,0.0,3.0
pI_kPedctoo_1,0-2s,control,76.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,2.0
pO8kbg9IJnc_2,2-5s,control,131.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.75,5.25,0.0,0.0,0.75
pO8kbg9IJnc_3,2-5s,control,131.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.5,3.0,0.0,0.0,0.5
paf0nyjg1Js_1,2-5s,harmful,299.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.25,12.0,5.5,0.0,0.0,6.75
paf0nyjg1Js_2,2-5s,control,299.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.333333333333333,0.0,100.0,0.0,0.33333333333333304
pgq2KPX5_SA_2,2-5s,harmful,208.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,4.0,1.25,0.0,0.0,1.25
pgq2KPX5_SA_4,2-5s,control,208.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.5,10.5,0.0,0.0,1.5
ptIksg9KEac_2,2-5s,control,133.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0
ptIksg9KEac_3,0-2s,control,133.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,0.0,-1.0
q1ivQ_2fddk_3,2-5s,harmful,167.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,1.0,-100.0,0.0,-1.0
q3SEOW2m4WY_1,2-5s,control,62.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0,0.0,0.5
q3SEOW2m4WY_3,0-2s,control,62.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,3.0
q3SEOW2m4WY_4,2-5s,control,62.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.75,11.0,0.0,0.0,1.75
qeSl7YZAfs4_2,2-5s,harmful,299.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.25,18.0,30.5,-100.0,0.0,9.75
r2KhpX_QgXA_1,2-5s,control,299.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,2.0,11.0,0.0,0.0,-0.25
rE6BJ0Bo4w4_3,2-5s,control,242.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.75,1.0,0.0,0.0,1.0
rE6BJ0Bo4w4_4,2-5s,control,242.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.6666666666666665,4.0,0.0,0.0,0.33333333333333304
rPkCYq4Zjwk_1,2-5s,harmful,203.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.3333333333333335,3.0,2.0,-100.0,0.0,-0.3333333333333335
rPkCYq4Zjwk_2,2-5s,control,203.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,40.0,19.666666666666668,0.0,0.0,29.0
riM7b5bJ9KQ_1,2-5s,control,74.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,7.0,0.0,0.0,-0.33333333333333326
riM7b5bJ9KQ_3,2-5s,control,74.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.5,2.0,0.5,0.0,-100.0,-0.5
rvtA7c1I4xo_1,2-5s,control,130.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,16.333333333333332,100.0,0.0,2.0
rvtA7c1I4xo_2,2-5s,harmful,130.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,3.0,-100.0,0.0,-0.25
rvtA7c1I4xo_3,2-5s,control,130.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.5,4.0,3.0,0.0,0.0,-0.5
rvtA7c1I4xo_4,2-5s,harmful,130.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,-100.0,0.0,-0.3333333333333335
sTMKled6Q1M_1,2-5s,control,300.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.25,3.5,3.5,0.0,0.0,-0.75
sTMKled6Q1M_2,2-5s,control,300.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.6666666666666665,5.0,8.333333333333334,100.0,0.0,1.3333333333333335
sTMKled6Q1M_3,2-5s,harmful,300.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,6.666666666666667,1.0,-100.0,0.0,2.0
sVYTOURVsQ0_2,0-2s,control,71.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,49.0,4.0,100.0,0.0,12.0
sl_Pxpc7beo_1,2-5s,control,74.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,3.0,11.5,0.0,0.0,1.5
sqsI2UyrcBQ_1,2-5s,harmful,67.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,9.0,8.5,-100.0,0.0,7.5
szkiW0GXEOI_1,2-5s,control,148.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.0,0.0,0.0,0.0
t1hj7se76wQ_2,2-5s,control,119.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,11.5,12.5,0.0,0.0,-0.5
t1hj7se76wQ_3,2-5s,control,119.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.5,8.0,0.0,0.0,0.5
t4prXmPwthg_2,2-5s,harmful,249.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.5
tIM-H2rdq8U_2,2-5s,control,105.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.75,2.5,0.0,0.0,-0.25
tIM-H2rdq8U_3,0-2s,control,105.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,-1.0
tIM-H2rdq8U_4,2-5s,control,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
taYKM1OSTwE_1,2-5s,control,220.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.25,1.0,3.5,0.0,0.0,-0.25
taYKM1OSTwE_2,0-2s,harmful,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0
tfOIhQpYYe8_1,2-5s,control,109.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,-100.0,0.0
tfOIhQpYYe8_2,2-5s,harmful,109.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.0,18.333333333333332,0.0,0.0,2.6666666666666665
tjCNwdOUiGc_1,2-5s,harmful,299.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,20.333333333333332,-100.0,0.0,-0.3333333333333335
tjCNwdOUiGc_4,2-5s,control,299.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,20.333333333333332,0.0,0.0,6.0
twFypUcdgRc_3,0-2s,control,269.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,100.0,0.0,0.0
txeXrpoMST4_1,2-5s,control,300.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.75,2.25,0.0,0.0,0.25
txeXrpoMST4_4,2-5s,control,300.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,1.5,100.0,0.0,0.5
uJzAf4PaExI_2,0-2s,control,299.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,100.0,0.0,1.0
uJzAf4PaExI_3,2-5s,harmful,299.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.0,0.0,0.0,0.0,-0.25
uY4fe5DT1gI_1,2-5s,harmful,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.0,0.5,0.0,0.0,-0.5
uY4fe5DT1gI_2,2-5s,control,299.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,17.5,0.0,0.0,0.0,4.0
uhSDBwVrEdo_2,2-5s,control,86.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5,2.0,1.5,0.0,0.0,0.5
up2PpjTzyyc_1,2-5s,control,299.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25,4.0,3.5,100.0,0.0,0.75
vfNKduToki4_1,0-2s,harmful,217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,20.0,0.0,0.0,7.0
vigslb0kClE_2,2-5s,harmful,137.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.6666666666666667,7.666666666666667,0.0,0.0,-0.33333333333333326
vruDH_YLaPI_1,0-2s,harmful,125.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,20.0,-100.0,0.0,3.0
vruDH_YLaPI_2,2-5s,control,125.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.3333333333333335,8.333333333333334,0.0,0.0,0.3333333333333335
vruDH_YLaPI_3,0-2s,control,125.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0
wAZrOPvul4Y_1,2-5s,harmful,283.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,2.0,0.0,0.0,1.5
wBs02amFGXs_2,2-5s,harmful,299.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.75,4.75,38.0,-100.0,0.0,1.0
wnqUgK_-fo4_1,2-5s,control,103.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,100.0,0.0,0.0
woadpeAGHUQ_1,0-2s,control,97.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,36.0,0.0,0.0,0.0
x5AH2gW_8S4_2,0-2s,harmful,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
xUWSHYoslPQ_2,2-5s,harmful,115.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.5,2.75,-100.0,0.0,2.5
xbLW9Wt1Jsg_3,2-5s,control,300.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.75,4.25,2.25,0.0,0.0,1.5
yfYNPWs7mWY_2,2-5s,control,300.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,22.0,100.0,0.0,0.0
yrxa6_P2I80_2,0-2s,harmful,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,-8.0
z1ax0QPpd14_1,2-5s,harmful,183.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.6666666666666665,3.0,-100.0,0.0,0.6666666666666665
z1ax0QPpd14_3,0-2s,harmful,183.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,2.0,-100.0,0.0,2.0
zBXoaQ1GVlc_3,2-5s,control,300.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,9.5,43.0,0.0,0.0,3.0
zoctgurhvHE_1,2-5s,control,299.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.25,1.0,0.0,0.0,-0.5
ztSjcZNUY7A_2,2-5s,control,83.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.6666666666666665,8.0,3.0,0.0,0.0,4.333333333333334
zwoqJY03yHE_1,0-2s,harmful,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,37.0,0.0,0.0,14.0
zwoqJY03yHE_2,2-5s,control,300.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,1.75,1.5,0.0,0.0,1.0
zwoqJY03yHE_4,2-5s,harmful,300.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.5,-100.0,0.0,-3.0
