qid,vid,duration_sec,audio_duration_sec,gt_duration_sec,duration_bin,condition,replicate,random_seed,gt_token_count,valid_token_count,effective_accessible_tokens,effective_distractor_count,center_hit10_1s,center_hit10_2s,positive_overlap_candidate_top10,oracle10_iou05,oracle10_iou07,r1_iou05,r1_iou07,top1_iou07_success,final_center_error_sec,final_width_gt_ratio
0yETgW44MZU_1,0yETgW44MZU,90.0,90.0,21.0,20s+,HARD_25,0,,27,90,43,16,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.5,0.9523809523809523
0yETgW44MZU_2,0yETgW44MZU,90.0,90.0,4.0,2-5s,HARD_25,0,,6,90,27,21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,4.0
0yxEvdnimGg_1,0yxEvdnimGg,299.0,299.0,38.0,20s+,HARD_25,0,,90,299,143,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.5,0.7105263157894737
11SEBDuoqSk_1,11SEBDuoqSk,76.0,76.0,8.0,5-10s,HARD_25,0,,8,76,25,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.5,6.125
11SEBDuoqSk_2,11SEBDuoqSk,76.0,76.0,12.0,10-20s,HARD_25,0,,16,76,31,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.5
11SEBDuoqSk_3,11SEBDuoqSk,76.0,76.0,12.0,10-20s,HARD_25,0,,12,76,28,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0
14izd_i3ryE_1,14izd_i3ryE,299.0,299.0,9.0,5-10s,HARD_25,0,,9,299,82,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,254.5,2.2222222222222223
14izd_i3ryE_2,14izd_i3ryE,299.0,299.0,19.0,10-20s,HARD_25,0,,48,299,111,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.6842105263157895
14izd_i3ryE_3,14izd_i3ryE,299.0,299.0,2.0,2-5s,HARD_25,0,,5,299,79,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,182.0,10.0
1DKLyH3FixM_1,1DKLyH3FixM,300.0,300.0,100.0,20s+,HARD_25,0,,100,300,150,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.5,0.05
1DKLyH3FixM_2,1DKLyH3FixM,300.0,300.0,23.0,20s+,HARD_25,0,,49,300,112,63,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.5,0.5652173913043478
1FNJbN-eHY4_1,1FNJbN-eHY4,177.0,177.0,4.0,2-5s,HARD_25,0,,15,177,56,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.5,2.25
1FNJbN-eHY4_2,1FNJbN-eHY4,177.0,177.0,6.0,5-10s,HARD_25,0,,6,177,49,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0
1GgEpRZDWN0_1,1GgEpRZDWN0,300.0,300.0,2.0,2-5s,HARD_25,0,,2,300,77,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.5,8.5
1GgEpRZDWN0_2,1GgEpRZDWN0,300.0,300.0,10.0,10-20s,HARD_25,0,,10,300,83,73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,237.5,1.1
1HCuBnPLMqQ_1,1HCuBnPLMqQ,299.0,299.0,13.0,10-20s,HARD_25,0,,22,299,92,70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.769230769230769
1HCuBnPLMqQ_2,1HCuBnPLMqQ,299.0,299.0,9.0,5-10s,HARD_25,0,,13,299,85,72,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
1IoHRTUp86c_1,1IoHRTUp86c,226.0,226.0,5.0,5-10s,HARD_25,0,,19,226,71,52,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.2
1IoHRTUp86c_2,1IoHRTUp86c,226.0,226.0,49.0,20s+,HARD_25,0,,63,226,104,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2653061224489796
1IoHRTUp86c_3,1IoHRTUp86c,226.0,226.0,2.0,2-5s,HARD_25,0,,4,226,60,56,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,10.5
1L_OyngNZMA_1,1L_OyngNZMA,166.0,166.0,20.0,20s+,HARD_25,0,,49,166,79,30,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.5,0.55
1L_OyngNZMA_2,1L_OyngNZMA,166.0,166.0,6.0,5-10s,HARD_25,0,,10,166,49,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,2.6666666666666665
1L_OyngNZMA_3,1L_OyngNZMA,166.0,166.0,42.0,20s+,HARD_25,0,,42,166,73,31,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0,0.14285714285714285
1Og2TJ3bXW0_1,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,HARD_25,0,,2,300,77,75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,151.0,34.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,300.0,300.0,3.0,2-5s,HARD_25,0,,3,300,78,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,14.333333333333334
1Og2TJ3bXW0_3,1Og2TJ3bXW0,300.0,300.0,5.0,5-10s,HARD_25,0,,5,300,79,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.5,8.0
1Og2TJ3bXW0_4,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,HARD_25,0,,4,300,78,74,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.5
1QNLMF-Kl_s_1,1QNLMF-Kl_s,299.0,299.0,5.0,5-10s,HARD_25,0,,10,299,83,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.4
1Uh74_rZ72k_1,1Uh74_rZ72k,71.0,71.0,7.0,5-10s,HARD_25,0,,15,71,29,14,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.5714285714285714
1WTSW96XP6E_1,1WTSW96XP6E,300.0,300.0,7.0,5-10s,HARD_25,0,,10,300,83,73,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.5,1.7142857142857142
1WTSW96XP6E_2,1WTSW96XP6E,300.0,300.0,2.0,2-5s,HARD_25,0,,2,300,77,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,4.5
1WTSW96XP6E_3,1WTSW96XP6E,300.0,300.0,13.0,10-20s,HARD_25,0,,13,300,85,72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
1e98HeU9Vrg_1,1e98HeU9Vrg,300.0,300.0,72.0,20s+,HARD_25,0,,219,300,240,21,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.2222222222222222
1nUOGZgSzZo_1,1nUOGZgSzZo,300.0,300.0,14.0,10-20s,HARD_25,0,,67,300,126,59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0
1slvoNgzBLE_1,1slvoNgzBLE,299.0,299.0,5.0,5-10s,HARD_25,0,,39,299,104,65,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.5,3.8
1slvoNgzBLE_2,1slvoNgzBLE,299.0,299.0,3.0,2-5s,HARD_25,0,,29,299,97,68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.333333333333333
1slvoNgzBLE_3,1slvoNgzBLE,299.0,299.0,10.0,10-20s,HARD_25,0,,35,299,101,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.5
1slvoNgzBLE_4,1slvoNgzBLE,299.0,299.0,3.0,2-5s,HARD_25,0,,13,299,85,72,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,5.0
1vCYiVvZ7VE_1,1vCYiVvZ7VE,296.0,296.0,3.0,2-5s,HARD_25,0,,11,296,83,72,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,2.3333333333333335
1vCYiVvZ7VE_2,1vCYiVvZ7VE,296.0,296.0,2.0,2-5s,HARD_25,0,,8,296,80,72,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.5,4.5
--0w1YA1Hm4_1,--0w1YA1Hm4,299.0,299.0,1.0,0-2s,HARD_50,0,,3,299,151,148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0
--0w1YA1Hm4_2,--0w1YA1Hm4,299.0,299.0,4.0,2-5s,HARD_50,0,,4,299,152,148,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.75
--0w1YA1Hm4_3,--0w1YA1Hm4,299.0,299.0,2.0,2-5s,HARD_50,0,,4,299,152,148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
-AheI8Epim4_1,-AheI8Epim4,83.0,83.0,11.0,10-20s,HARD_50,0,,11,83,47,36,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.5,0.36363636363636365
-AheI8Epim4_2,-AheI8Epim4,83.0,83.0,23.0,20s+,HARD_50,0,,50,83,67,17,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5,0.34782608695652173
-CcGuq0yoKo_1,-CcGuq0yoKo,299.0,299.0,5.0,5-10s,HARD_50,0,,8,299,154,146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229.5,2.0
-DmjkgWa-rw_1,-DmjkgWa-rw,158.0,158.0,47.0,20s+,HARD_50,0,,47,158,103,56,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,65.5,2.765957446808511
-EaZ7EJJUl0_1,-EaZ7EJJUl0,299.0,299.0,35.0,20s+,HARD_50,0,,64,299,182,118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4
-EaZ7EJJUl0_2,-EaZ7EJJUl0,299.0,299.0,184.0,20s+,HARD_50,0,,183,299,241,58,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,36.0,0.5
-FW109cbv0g_1,-FW109cbv0g,96.0,96.0,3.0,2-5s,HARD_50,0,,16,96,56,40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.3333333333333333
-FW109cbv0g_2,-FW109cbv0g,96.0,96.0,5.0,5-10s,HARD_50,0,,25,96,61,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8
-FW109cbv0g_3,-FW109cbv0g,96.0,96.0,3.0,2-5s,HARD_50,0,,4,96,50,46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
-FW109cbv0g_4,-FW109cbv0g,96.0,96.0,2.0,2-5s,HARD_50,0,,7,96,52,45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0
-FW109cbv0g_5,-FW109cbv0g,96.0,96.0,3.0,2-5s,HARD_50,0,,4,96,50,46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.5,0.6666666666666666
-JP1GqPEKtw_1,-JP1GqPEKtw,299.0,299.0,65.0,20s+,HARD_50,0,,204,299,252,48,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,39.5,0.2923076923076923
-NrFeH-kBSM_1,-NrFeH-kBSM,300.0,300.0,5.0,5-10s,HARD_50,0,,5,300,153,148,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,162.0,2.6
-NrFeH-kBSM_2,-NrFeH-kBSM,300.0,300.0,1.0,0-2s,HARD_50,0,,2,300,151,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,15.0
-NrFeH-kBSM_3,-NrFeH-kBSM,300.0,300.0,11.0,10-20s,HARD_50,0,,11,300,156,145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0909090909090908
-NrFeH-kBSM_4,-NrFeH-kBSM,300.0,300.0,4.0,2-5s,HARD_50,0,,4,300,152,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,3.25
-aYumc8KoXg_1,-aYumc8KoXg,74.0,74.0,5.0,5-10s,HARD_50,0,,19,74,47,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6
-mhFGevxLUg_1,-mhFGevxLUg,300.0,300.0,12.0,10-20s,HARD_50,0,,12,300,156,144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9166666666666666
-mhFGevxLUg_2,-mhFGevxLUg,300.0,300.0,7.0,5-10s,HARD_50,0,,7,300,154,147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,1.5714285714285714
-mhFGevxLUg_3,-mhFGevxLUg,300.0,300.0,4.0,2-5s,HARD_50,0,,4,300,152,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,2.5
-nQHwrRLfc0_1,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,HARD_50,0,,8,165,87,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.125
-nQHwrRLfc0_2,-nQHwrRLfc0,165.0,165.0,1.0,0-2s,HARD_50,0,,1,165,83,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0
-nQHwrRLfc0_3,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,HARD_50,0,,8,165,87,79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5
-nQHwrRLfc0_4,-nQHwrRLfc0,165.0,165.0,9.0,5-10s,HARD_50,0,,9,165,87,78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,142.0,1.2222222222222223
-oy0BkpMGAk_1,-oy0BkpMGAk,80.0,80.0,4.0,2-5s,HARD_50,0,,4,80,42,38,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
-oy0BkpMGAk_2,-oy0BkpMGAk,80.0,80.0,9.0,5-10s,HARD_50,0,,9,80,45,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.5,0.4444444444444444
-oy0BkpMGAk_3,-oy0BkpMGAk,80.0,80.0,2.0,2-5s,HARD_50,0,,2,80,41,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,1.5
096oTVzc5Gs_1,096oTVzc5Gs,129.0,129.0,6.0,5-10s,HARD_50,0,,6,129,68,62,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.5,0.8333333333333334
096oTVzc5Gs_2,096oTVzc5Gs,129.0,129.0,6.0,5-10s,HARD_50,0,,8,129,69,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.5,1.1666666666666667
096oTVzc5Gs_3,096oTVzc5Gs,129.0,129.0,11.0,10-20s,HARD_50,0,,23,129,76,53,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.45454545454545453
096oTVzc5Gs_4,096oTVzc5Gs,129.0,129.0,1.0,0-2s,HARD_50,0,,1,129,65,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0
0AsXkZkqelg_1,0AsXkZkqelg,172.0,172.0,4.0,2-5s,HARD_50,0,,4,172,88,84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5
0AsXkZkqelg_2,0AsXkZkqelg,172.0,172.0,3.0,2-5s,HARD_50,0,,3,172,88,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,7.333333333333333
0AsXkZkqelg_3,0AsXkZkqelg,172.0,172.0,151.0,20s+,HARD_50,0,,151,172,162,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9735099337748344
0AsXkZkqelg_4,0AsXkZkqelg,172.0,172.0,5.0,5-10s,HARD_50,0,,15,172,94,79,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,20.8
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,77.0,77.0,17.0,10-20s,HARD_50,0,,19,77,48,29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.5,0.23529411764705882
0G7rb74R-2A_1,0G7rb74R-2A,299.0,299.0,19.0,10-20s,HARD_50,0,,61,299,180,119,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.6842105263157895
0G7rb74R-2A_2,0G7rb74R-2A,299.0,299.0,12.0,10-20s,HARD_50,0,,59,299,179,120,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0833333333333333
0On6-JiVwRs_1,0On6-JiVwRs,143.0,143.0,10.0,10-20s,HARD_50,0,,62,143,103,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.5,0.9
0_K6OKtoBBU_1,0_K6OKtoBBU,61.0,61.0,2.0,2-5s,HARD_50,0,,4,61,33,29,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.5
0_K6OKtoBBU_2,0_K6OKtoBBU,61.0,61.0,15.0,10-20s,HARD_50,0,,15,61,38,23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
0_K6OKtoBBU_3,0_K6OKtoBBU,61.0,61.0,2.0,2-5s,HARD_50,0,,4,61,33,29,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
0_ogYGDGDco_1,0_ogYGDGDco,71.0,71.0,37.0,20s+,HARD_50,0,,37,71,54,17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.24324324324324326
0a9wVat2PWk_1,0a9wVat2PWk,300.0,300.0,8.0,5-10s,HARD_50,0,,24,300,162,138,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
0a9wVat2PWk_2,0a9wVat2PWk,300.0,300.0,4.0,2-5s,HARD_50,0,,6,300,153,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.5,3.75
0a9wVat2PWk_3,0a9wVat2PWk,300.0,300.0,3.0,2-5s,HARD_50,0,,9,300,155,146,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.6666666666666665
0a9wVat2PWk_4,0a9wVat2PWk,300.0,300.0,4.0,2-5s,HARD_50,0,,4,300,152,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,3.5
0fMXnvD38zI_1,0fMXnvD38zI,300.0,300.0,2.0,2-5s,HARD_50,0,,2,300,151,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,8.5
0fMXnvD38zI_2,0fMXnvD38zI,300.0,300.0,8.0,5-10s,HARD_50,0,,12,300,156,144,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0
0jGH7A_hpBM_1,0jGH7A_hpBM,221.0,221.0,25.0,20s+,HARD_50,0,,43,221,132,89,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.68
0jGH7A_hpBM_2,0jGH7A_hpBM,221.0,221.0,8.0,5-10s,HARD_50,0,,8,221,115,107,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,72.5,0.875
0jGH7A_hpBM_3,0jGH7A_hpBM,221.0,221.0,8.0,5-10s,HARD_50,0,,8,221,115,107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,102.5,6.625
0qbHT34qTZE_1,0qbHT34qTZE,300.0,300.0,6.0,5-10s,HARD_50,0,,6,300,153,147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,191.5,2.1666666666666665
0qbHT34qTZE_2,0qbHT34qTZE,300.0,300.0,65.0,20s+,HARD_50,0,,187,300,244,57,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5,0.2
0rSETXszQM0_1,0rSETXszQM0,112.0,112.0,8.0,5-10s,HARD_50,0,,8,112,60,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,2.5
0rSETXszQM0_2,0rSETXszQM0,112.0,112.0,5.0,5-10s,HARD_50,0,,5,112,59,54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.2
0ury8KHQdL4_1,0ury8KHQdL4,299.0,299.0,33.0,20s+,HARD_50,0,,33,299,166,133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,0.48484848484848486
0yETgW44MZU_1,0yETgW44MZU,90.0,90.0,21.0,20s+,HARD_50,0,,27,90,59,32,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.5,0.9523809523809523
0yETgW44MZU_2,0yETgW44MZU,90.0,90.0,4.0,2-5s,HARD_50,0,,6,90,48,42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0
0yxEvdnimGg_1,0yxEvdnimGg,299.0,299.0,38.0,20s+,HARD_50,0,,90,299,195,105,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.5,0.6578947368421053
11SEBDuoqSk_1,11SEBDuoqSk,76.0,76.0,8.0,5-10s,HARD_50,0,,8,76,42,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.5,7.125
11SEBDuoqSk_2,11SEBDuoqSk,76.0,76.0,12.0,10-20s,HARD_50,0,,16,76,46,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.5,0.5833333333333334
11SEBDuoqSk_3,11SEBDuoqSk,76.0,76.0,12.0,10-20s,HARD_50,0,,12,76,44,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.5,5.416666666666667
14izd_i3ryE_1,14izd_i3ryE,299.0,299.0,9.0,5-10s,HARD_50,0,,9,299,154,145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,1.3333333333333333
14izd_i3ryE_2,14izd_i3ryE,299.0,299.0,19.0,10-20s,HARD_50,0,,48,299,174,126,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.5,0.631578947368421
14izd_i3ryE_3,14izd_i3ryE,299.0,299.0,2.0,2-5s,HARD_50,0,,5,299,152,147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,183.0,9.0
1DKLyH3FixM_1,1DKLyH3FixM,300.0,300.0,100.0,20s+,HARD_50,0,,100,300,200,100,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.06
1DKLyH3FixM_2,1DKLyH3FixM,300.0,300.0,23.0,20s+,HARD_50,0,,49,300,175,126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5652173913043478
1FNJbN-eHY4_1,1FNJbN-eHY4,177.0,177.0,4.0,2-5s,HARD_50,0,,15,177,96,81,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.5,2.25
1FNJbN-eHY4_2,1FNJbN-eHY4,177.0,177.0,6.0,5-10s,HARD_50,0,,6,177,92,86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
1GgEpRZDWN0_1,1GgEpRZDWN0,300.0,300.0,2.0,2-5s,HARD_50,0,,2,300,151,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,10.0
1GgEpRZDWN0_2,1GgEpRZDWN0,300.0,300.0,10.0,10-20s,HARD_50,0,,10,300,155,145,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,76.0,1.0
1HCuBnPLMqQ_1,1HCuBnPLMqQ,299.0,299.0,13.0,10-20s,HARD_50,0,,22,299,161,139,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.5,1.2307692307692308
1HCuBnPLMqQ_2,1HCuBnPLMqQ,299.0,299.0,9.0,5-10s,HARD_50,0,,13,299,156,143,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
1IoHRTUp86c_1,1IoHRTUp86c,226.0,226.0,5.0,5-10s,HARD_50,0,,19,226,123,104,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.5,3.8
1IoHRTUp86c_2,1IoHRTUp86c,226.0,226.0,49.0,20s+,HARD_50,0,,63,226,145,82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,0.24489795918367346
1IoHRTUp86c_3,1IoHRTUp86c,226.0,226.0,2.0,2-5s,HARD_50,0,,4,226,115,111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.5,12.5
1L_OyngNZMA_1,1L_OyngNZMA,166.0,166.0,20.0,20s+,HARD_50,0,,49,166,108,59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.35
1L_OyngNZMA_2,1L_OyngNZMA,166.0,166.0,6.0,5-10s,HARD_50,0,,10,166,88,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.3333333333333333
1L_OyngNZMA_3,1L_OyngNZMA,166.0,166.0,42.0,20s+,HARD_50,0,,42,166,104,62,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0,0.19047619047619047
1Og2TJ3bXW0_1,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,HARD_50,0,,2,300,151,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,300.0,300.0,3.0,2-5s,HARD_50,0,,3,300,152,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3.6666666666666665
1Og2TJ3bXW0_3,1Og2TJ3bXW0,300.0,300.0,5.0,5-10s,HARD_50,0,,5,300,153,148,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1Og2TJ3bXW0_4,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,HARD_50,0,,4,300,152,148,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5
1QNLMF-Kl_s_1,1QNLMF-Kl_s,299.0,299.0,5.0,5-10s,HARD_50,0,,10,299,155,145,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0
1Uh74_rZ72k_1,1Uh74_rZ72k,71.0,71.0,7.0,5-10s,HARD_50,0,,15,71,43,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.8571428571428571
1WTSW96XP6E_1,1WTSW96XP6E,300.0,300.0,7.0,5-10s,HARD_50,0,,10,300,155,145,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5714285714285714
1WTSW96XP6E_2,1WTSW96XP6E,300.0,300.0,2.0,2-5s,HARD_50,0,,2,300,151,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0
1WTSW96XP6E_3,1WTSW96XP6E,300.0,300.0,13.0,10-20s,HARD_50,0,,13,300,157,144,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.9230769230769231
1e98HeU9Vrg_1,1e98HeU9Vrg,300.0,300.0,72.0,20s+,HARD_50,0,,219,300,260,41,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.2222222222222222
1nUOGZgSzZo_1,1nUOGZgSzZo,300.0,300.0,14.0,10-20s,HARD_50,0,,67,300,184,117,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9285714285714286
1slvoNgzBLE_1,1slvoNgzBLE,299.0,299.0,5.0,5-10s,HARD_50,0,,39,299,169,130,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.5,3.8
1slvoNgzBLE_2,1slvoNgzBLE,299.0,299.0,3.0,2-5s,HARD_50,0,,29,299,164,135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,6.0
1slvoNgzBLE_3,1slvoNgzBLE,299.0,299.0,10.0,10-20s,HARD_50,0,,35,299,167,132,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.3
