qid,vid,duration_sec,audio_duration_sec,gt_duration_sec,duration_bin,condition,replicate,random_seed,gt_token_count,valid_token_count,effective_accessible_tokens,effective_distractor_count,center_hit10_1s,center_hit10_2s,positive_overlap_candidate_top10,oracle10_iou05,oracle10_iou07,r1_iou05,r1_iou07,top1_iou07_success,final_center_error_sec,final_width_gt_ratio
--0w1YA1Hm4_1,--0w1YA1Hm4,299.0,299.0,1.0,0-2s,GT_ONLY,0,,3,299,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.5,12.0
--0w1YA1Hm4_2,--0w1YA1Hm4,299.0,299.0,4.0,2-5s,GT_ONLY,0,,4,299,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0
--0w1YA1Hm4_3,--0w1YA1Hm4,299.0,299.0,2.0,2-5s,GT_ONLY,0,,4,299,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.5,1.0
-AheI8Epim4_1,-AheI8Epim4,83.0,83.0,11.0,10-20s,GT_ONLY,0,,11,83,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.3636363636363635
-AheI8Epim4_2,-AheI8Epim4,83.0,83.0,23.0,20s+,GT_ONLY,0,,50,83,50,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.391304347826087
-CcGuq0yoKo_1,-CcGuq0yoKo,299.0,299.0,5.0,5-10s,GT_ONLY,0,,8,299,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.6
-DmjkgWa-rw_1,-DmjkgWa-rw,158.0,158.0,47.0,20s+,GT_ONLY,0,,47,158,47,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,0.3617021276595745
-EaZ7EJJUl0_1,-EaZ7EJJUl0,299.0,299.0,35.0,20s+,GT_ONLY,0,,64,299,64,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.6285714285714286
-EaZ7EJJUl0_2,-EaZ7EJJUl0,299.0,299.0,184.0,20s+,GT_ONLY,0,,183,299,183,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,1.4130434782608696
-FW109cbv0g_1,-FW109cbv0g,96.0,96.0,3.0,2-5s,GT_ONLY,0,,16,96,16,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0
-FW109cbv0g_2,-FW109cbv0g,96.0,96.0,5.0,5-10s,GT_ONLY,0,,25,96,25,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,1.0
-FW109cbv0g_3,-FW109cbv0g,96.0,96.0,3.0,2-5s,GT_ONLY,0,,4,96,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.6666666666666667
-FW109cbv0g_4,-FW109cbv0g,96.0,96.0,2.0,2-5s,GT_ONLY,0,,7,96,7,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
-FW109cbv0g_5,-FW109cbv0g,96.0,96.0,3.0,2-5s,GT_ONLY,0,,4,96,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,0.6666666666666666
-JP1GqPEKtw_1,-JP1GqPEKtw,299.0,299.0,65.0,20s+,GT_ONLY,0,,204,299,204,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,37.5,0.23076923076923078
-NrFeH-kBSM_1,-NrFeH-kBSM,300.0,300.0,5.0,5-10s,GT_ONLY,0,,5,300,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,36.6
-NrFeH-kBSM_2,-NrFeH-kBSM,300.0,300.0,1.0,0-2s,GT_ONLY,0,,2,300,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0
-NrFeH-kBSM_3,-NrFeH-kBSM,300.0,300.0,11.0,10-20s,GT_ONLY,0,,11,300,11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,7.545454545454546
-NrFeH-kBSM_4,-NrFeH-kBSM,300.0,300.0,4.0,2-5s,GT_ONLY,0,,4,300,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.25
-aYumc8KoXg_1,-aYumc8KoXg,74.0,74.0,5.0,5-10s,GT_ONLY,0,,19,74,19,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6
-mhFGevxLUg_1,-mhFGevxLUg,300.0,300.0,12.0,10-20s,GT_ONLY,0,,12,300,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,171.5,1.0833333333333333
-mhFGevxLUg_2,-mhFGevxLUg,300.0,300.0,7.0,5-10s,GT_ONLY,0,,7,300,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.14285714285714285
-mhFGevxLUg_3,-mhFGevxLUg,300.0,300.0,4.0,2-5s,GT_ONLY,0,,4,300,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.75
-nQHwrRLfc0_1,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,GT_ONLY,0,,8,165,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,7.5
-nQHwrRLfc0_2,-nQHwrRLfc0,165.0,165.0,1.0,0-2s,GT_ONLY,0,,1,165,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,21.0
-nQHwrRLfc0_3,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,GT_ONLY,0,,8,165,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,7.875
-nQHwrRLfc0_4,-nQHwrRLfc0,165.0,165.0,9.0,5-10s,GT_ONLY,0,,9,165,9,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,129.5,1.1111111111111112
-oy0BkpMGAk_1,-oy0BkpMGAk,80.0,80.0,4.0,2-5s,GT_ONLY,0,,4,80,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,3.25
-oy0BkpMGAk_2,-oy0BkpMGAk,80.0,80.0,9.0,5-10s,GT_ONLY,0,,9,80,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0
-oy0BkpMGAk_3,-oy0BkpMGAk,80.0,80.0,2.0,2-5s,GT_ONLY,0,,2,80,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
096oTVzc5Gs_1,096oTVzc5Gs,129.0,129.0,6.0,5-10s,GT_ONLY,0,,6,129,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.5,3.8333333333333335
096oTVzc5Gs_2,096oTVzc5Gs,129.0,129.0,6.0,5-10s,GT_ONLY,0,,8,129,8,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.5,0.16666666666666666
096oTVzc5Gs_3,096oTVzc5Gs,129.0,129.0,11.0,10-20s,GT_ONLY,0,,23,129,23,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.5,0.5454545454545454
096oTVzc5Gs_4,096oTVzc5Gs,129.0,129.0,1.0,0-2s,GT_ONLY,0,,1,129,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
0AsXkZkqelg_1,0AsXkZkqelg,172.0,172.0,4.0,2-5s,GT_ONLY,0,,4,172,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.5,29.75
0AsXkZkqelg_2,0AsXkZkqelg,172.0,172.0,3.0,2-5s,GT_ONLY,0,,3,172,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.5,0.6666666666666666
0AsXkZkqelg_3,0AsXkZkqelg,172.0,172.0,151.0,20s+,GT_ONLY,0,,151,172,151,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,68.5,0.2781456953642384
0AsXkZkqelg_4,0AsXkZkqelg,172.0,172.0,5.0,5-10s,GT_ONLY,0,,15,172,15,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,17.6
0Dt-pH0pW-Y_1,0Dt-pH0pW-Y,77.0,77.0,17.0,10-20s,GT_ONLY,0,,19,77,19,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,0.35294117647058826
0G7rb74R-2A_1,0G7rb74R-2A,299.0,299.0,19.0,10-20s,GT_ONLY,0,,61,299,61,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.5,0.631578947368421
0G7rb74R-2A_2,0G7rb74R-2A,299.0,299.0,12.0,10-20s,GT_ONLY,0,,59,299,59,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0
0On6-JiVwRs_1,0On6-JiVwRs,143.0,143.0,10.0,10-20s,GT_ONLY,0,,62,143,62,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.4
0_K6OKtoBBU_1,0_K6OKtoBBU,61.0,61.0,2.0,2-5s,GT_ONLY,0,,4,61,4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5
0_K6OKtoBBU_2,0_K6OKtoBBU,61.0,61.0,15.0,10-20s,GT_ONLY,0,,15,61,15,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.6
0_K6OKtoBBU_3,0_K6OKtoBBU,61.0,61.0,2.0,2-5s,GT_ONLY,0,,4,61,4,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0
0_ogYGDGDco_1,0_ogYGDGDco,71.0,71.0,37.0,20s+,GT_ONLY,0,,37,71,37,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05405405405405406
0a9wVat2PWk_1,0a9wVat2PWk,300.0,300.0,8.0,5-10s,GT_ONLY,0,,24,300,24,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.625
0a9wVat2PWk_2,0a9wVat2PWk,300.0,300.0,4.0,2-5s,GT_ONLY,0,,6,300,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,16.75
0a9wVat2PWk_3,0a9wVat2PWk,300.0,300.0,3.0,2-5s,GT_ONLY,0,,9,300,9,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,5.0
0a9wVat2PWk_4,0a9wVat2PWk,300.0,300.0,4.0,2-5s,GT_ONLY,0,,4,300,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.5
0fMXnvD38zI_1,0fMXnvD38zI,300.0,300.0,2.0,2-5s,GT_ONLY,0,,2,300,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,233.0,31.0
0fMXnvD38zI_2,0fMXnvD38zI,300.0,300.0,8.0,5-10s,GT_ONLY,0,,12,300,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.5,4.625
0jGH7A_hpBM_1,0jGH7A_hpBM,221.0,221.0,25.0,20s+,GT_ONLY,0,,43,221,43,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,55.5,0.92
0jGH7A_hpBM_2,0jGH7A_hpBM,221.0,221.0,8.0,5-10s,GT_ONLY,0,,8,221,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,2.875
0jGH7A_hpBM_3,0jGH7A_hpBM,221.0,221.0,8.0,5-10s,GT_ONLY,0,,8,221,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.5
0qbHT34qTZE_1,0qbHT34qTZE,300.0,300.0,6.0,5-10s,GT_ONLY,0,,6,300,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160.5,0.5
0qbHT34qTZE_2,0qbHT34qTZE,300.0,300.0,65.0,20s+,GT_ONLY,0,,187,300,187,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.2153846153846154
0rSETXszQM0_1,0rSETXszQM0,112.0,112.0,8.0,5-10s,GT_ONLY,0,,8,112,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.5,0.375
0rSETXszQM0_2,0rSETXszQM0,112.0,112.0,5.0,5-10s,GT_ONLY,0,,5,112,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,1.2
0ury8KHQdL4_1,0ury8KHQdL4,299.0,299.0,33.0,20s+,GT_ONLY,0,,33,299,33,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0909090909090908
0yETgW44MZU_1,0yETgW44MZU,90.0,90.0,21.0,20s+,GT_ONLY,0,,27,90,27,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.9047619047619048
0yETgW44MZU_2,0yETgW44MZU,90.0,90.0,4.0,2-5s,GT_ONLY,0,,6,90,6,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.5
0yxEvdnimGg_1,0yxEvdnimGg,299.0,299.0,38.0,20s+,GT_ONLY,0,,90,299,90,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.5,0.6578947368421053
11SEBDuoqSk_1,11SEBDuoqSk,76.0,76.0,8.0,5-10s,GT_ONLY,0,,8,76,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5
11SEBDuoqSk_2,11SEBDuoqSk,76.0,76.0,12.0,10-20s,GT_ONLY,0,,16,76,16,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.5,0.08333333333333333
11SEBDuoqSk_3,11SEBDuoqSk,76.0,76.0,12.0,10-20s,GT_ONLY,0,,12,76,12,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,3.3333333333333335
14izd_i3ryE_1,14izd_i3ryE,299.0,299.0,9.0,5-10s,GT_ONLY,0,,9,299,9,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,216.5,1.5555555555555556
14izd_i3ryE_2,14izd_i3ryE,299.0,299.0,19.0,10-20s,GT_ONLY,0,,48,299,48,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.631578947368421
14izd_i3ryE_3,14izd_i3ryE,299.0,299.0,2.0,2-5s,GT_ONLY,0,,5,299,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
1DKLyH3FixM_1,1DKLyH3FixM,300.0,300.0,100.0,20s+,GT_ONLY,0,,100,300,100,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.06
1DKLyH3FixM_2,1DKLyH3FixM,300.0,300.0,23.0,20s+,GT_ONLY,0,,49,300,49,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.4782608695652174
1FNJbN-eHY4_1,1FNJbN-eHY4,177.0,177.0,4.0,2-5s,GT_ONLY,0,,15,177,15,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,18.25
1FNJbN-eHY4_2,1FNJbN-eHY4,177.0,177.0,6.0,5-10s,GT_ONLY,0,,6,177,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.16666666666666666
1GgEpRZDWN0_1,1GgEpRZDWN0,300.0,300.0,2.0,2-5s,GT_ONLY,0,,2,300,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.5,2.5
1GgEpRZDWN0_2,1GgEpRZDWN0,300.0,300.0,10.0,10-20s,GT_ONLY,0,,10,300,10,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,192.0,0.6
1HCuBnPLMqQ_1,1HCuBnPLMqQ,299.0,299.0,13.0,10-20s,GT_ONLY,0,,22,299,22,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.1538461538461537
1HCuBnPLMqQ_2,1HCuBnPLMqQ,299.0,299.0,9.0,5-10s,GT_ONLY,0,,13,299,13,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,2.4444444444444446
1IoHRTUp86c_1,1IoHRTUp86c,226.0,226.0,5.0,5-10s,GT_ONLY,0,,19,226,19,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,6.8
1IoHRTUp86c_2,1IoHRTUp86c,226.0,226.0,49.0,20s+,GT_ONLY,0,,63,226,63,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.24489795918367346
1IoHRTUp86c_3,1IoHRTUp86c,226.0,226.0,2.0,2-5s,GT_ONLY,0,,4,226,4,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0
1L_OyngNZMA_1,1L_OyngNZMA,166.0,166.0,20.0,20s+,GT_ONLY,0,,49,166,49,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45
1L_OyngNZMA_2,1L_OyngNZMA,166.0,166.0,6.0,5-10s,GT_ONLY,0,,10,166,10,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,2.0
1L_OyngNZMA_3,1L_OyngNZMA,166.0,166.0,42.0,20s+,GT_ONLY,0,,42,166,42,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.047619047619047616
1Og2TJ3bXW0_1,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,GT_ONLY,0,,2,300,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0
1Og2TJ3bXW0_2,1Og2TJ3bXW0,300.0,300.0,3.0,2-5s,GT_ONLY,0,,3,300,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.3333333333333333
1Og2TJ3bXW0_3,1Og2TJ3bXW0,300.0,300.0,5.0,5-10s,GT_ONLY,0,,5,300,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.5,10.0
1Og2TJ3bXW0_4,1Og2TJ3bXW0,300.0,300.0,2.0,2-5s,GT_ONLY,0,,4,300,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,7.0
1QNLMF-Kl_s_1,1QNLMF-Kl_s,299.0,299.0,5.0,5-10s,GT_ONLY,0,,10,299,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,0.2
1Uh74_rZ72k_1,1Uh74_rZ72k,71.0,71.0,7.0,5-10s,GT_ONLY,0,,15,71,15,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.7142857142857143
1WTSW96XP6E_1,1WTSW96XP6E,300.0,300.0,7.0,5-10s,GT_ONLY,0,,10,300,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.8571428571428572
1WTSW96XP6E_2,1WTSW96XP6E,300.0,300.0,2.0,2-5s,GT_ONLY,0,,2,300,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.5
1WTSW96XP6E_3,1WTSW96XP6E,300.0,300.0,13.0,10-20s,GT_ONLY,0,,13,300,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.23076923076923078
1e98HeU9Vrg_1,1e98HeU9Vrg,300.0,300.0,72.0,20s+,GT_ONLY,0,,219,300,219,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.20833333333333334
1nUOGZgSzZo_1,1nUOGZgSzZo,300.0,300.0,14.0,10-20s,GT_ONLY,0,,67,300,67,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.5,0.9285714285714286
1slvoNgzBLE_1,1slvoNgzBLE,299.0,299.0,5.0,5-10s,GT_ONLY,0,,39,299,39,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.5,4.2
1slvoNgzBLE_2,1slvoNgzBLE,299.0,299.0,3.0,2-5s,GT_ONLY,0,,29,299,29,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,6.666666666666667
1slvoNgzBLE_3,1slvoNgzBLE,299.0,299.0,10.0,10-20s,GT_ONLY,0,,35,299,35,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.2
1slvoNgzBLE_4,1slvoNgzBLE,299.0,299.0,3.0,2-5s,GT_ONLY,0,,13,299,13,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0
1vCYiVvZ7VE_1,1vCYiVvZ7VE,296.0,296.0,3.0,2-5s,GT_ONLY,0,,11,296,11,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.5,2.6666666666666665
1vCYiVvZ7VE_2,1vCYiVvZ7VE,296.0,296.0,2.0,2-5s,GT_ONLY,0,,8,296,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.5
--0w1YA1Hm4_1,--0w1YA1Hm4,299.0,299.0,1.0,0-2s,RANDOM_25,0,6488280316,3,299,77,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.5,10.0
--0w1YA1Hm4_2,--0w1YA1Hm4,299.0,299.0,4.0,2-5s,RANDOM_25,0,6488280316,4,299,78,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,217.5,2.25
--0w1YA1Hm4_3,--0w1YA1Hm4,299.0,299.0,2.0,2-5s,RANDOM_25,0,6488280316,4,299,78,74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5
-AheI8Epim4_1,-AheI8Epim4,83.0,83.0,11.0,10-20s,RANDOM_25,0,6488280316,11,83,29,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.6363636363636364
-AheI8Epim4_2,-AheI8Epim4,83.0,83.0,23.0,20s+,RANDOM_25,0,6488280316,50,83,59,9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.5,0.34782608695652173
-CcGuq0yoKo_1,-CcGuq0yoKo,299.0,299.0,5.0,5-10s,RANDOM_25,0,6488280316,8,299,81,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,232.5,2.0
-DmjkgWa-rw_1,-DmjkgWa-rw,158.0,158.0,47.0,20s+,RANDOM_25,0,6488280316,47,158,75,28,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,2.1914893617021276
-EaZ7EJJUl0_1,-EaZ7EJJUl0,299.0,299.0,35.0,20s+,RANDOM_25,0,6488280316,64,299,123,59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.42857142857142855
-EaZ7EJJUl0_2,-EaZ7EJJUl0,299.0,299.0,184.0,20s+,RANDOM_25,0,6488280316,183,299,212,29,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,34.5,0.5271739130434783
-FW109cbv0g_1,-FW109cbv0g,96.0,96.0,3.0,2-5s,RANDOM_25,0,6488280316,16,96,36,20,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.0
-FW109cbv0g_2,-FW109cbv0g,96.0,96.0,5.0,5-10s,RANDOM_25,0,6488280316,25,96,43,18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
-FW109cbv0g_3,-FW109cbv0g,96.0,96.0,3.0,2-5s,RANDOM_25,0,6488280316,4,96,27,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.3333333333333333
-FW109cbv0g_4,-FW109cbv0g,96.0,96.0,2.0,2-5s,RANDOM_25,0,6488280316,7,96,30,23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
-FW109cbv0g_5,-FW109cbv0g,96.0,96.0,3.0,2-5s,RANDOM_25,0,6488280316,4,96,27,23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0
-JP1GqPEKtw_1,-JP1GqPEKtw,299.0,299.0,65.0,20s+,RANDOM_25,0,6488280316,204,299,228,24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.5,0.26153846153846155
-NrFeH-kBSM_1,-NrFeH-kBSM,300.0,300.0,5.0,5-10s,RANDOM_25,0,6488280316,5,300,79,74,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,160.0,2.2
-NrFeH-kBSM_2,-NrFeH-kBSM,300.0,300.0,1.0,0-2s,RANDOM_25,0,6488280316,2,300,77,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,13.0
-NrFeH-kBSM_3,-NrFeH-kBSM,300.0,300.0,11.0,10-20s,RANDOM_25,0,6488280316,11,300,84,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1818181818181819
-NrFeH-kBSM_4,-NrFeH-kBSM,300.0,300.0,4.0,2-5s,RANDOM_25,0,6488280316,4,300,78,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5
-aYumc8KoXg_1,-aYumc8KoXg,74.0,74.0,5.0,5-10s,RANDOM_25,0,6488280316,19,74,33,14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6
-mhFGevxLUg_1,-mhFGevxLUg,300.0,300.0,12.0,10-20s,RANDOM_25,0,6488280316,12,300,84,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667
-mhFGevxLUg_2,-mhFGevxLUg,300.0,300.0,7.0,5-10s,RANDOM_25,0,6488280316,7,300,81,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,1.2857142857142858
-mhFGevxLUg_3,-mhFGevxLUg,300.0,300.0,4.0,2-5s,RANDOM_25,0,6488280316,4,300,78,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,168.5,2.25
-nQHwrRLfc0_1,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,RANDOM_25,0,6488280316,8,165,48,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25
-nQHwrRLfc0_2,-nQHwrRLfc0,165.0,165.0,1.0,0-2s,RANDOM_25,0,6488280316,1,165,42,41,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.5,8.0
-nQHwrRLfc0_3,-nQHwrRLfc0,165.0,165.0,8.0,5-10s,RANDOM_25,0,6488280316,8,165,48,40,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.75
-nQHwrRLfc0_4,-nQHwrRLfc0,165.0,165.0,9.0,5-10s,RANDOM_25,0,6488280316,9,165,48,39,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,148.0,0.7777777777777778
-oy0BkpMGAk_1,-oy0BkpMGAk,80.0,80.0,4.0,2-5s,RANDOM_25,0,6488280316,4,80,23,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
-oy0BkpMGAk_2,-oy0BkpMGAk,80.0,80.0,9.0,5-10s,RANDOM_25,0,6488280316,9,80,27,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.5,0.4444444444444444
-oy0BkpMGAk_3,-oy0BkpMGAk,80.0,80.0,2.0,2-5s,RANDOM_25,0,6488280316,2,80,22,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0
096oTVzc5Gs_1,096oTVzc5Gs,129.0,129.0,6.0,5-10s,RANDOM_25,0,6488280316,6,129,37,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
096oTVzc5Gs_2,096oTVzc5Gs,129.0,129.0,6.0,5-10s,RANDOM_25,0,6488280316,8,129,39,31,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,1.0
096oTVzc5Gs_3,096oTVzc5Gs,129.0,129.0,11.0,10-20s,RANDOM_25,0,6488280316,23,129,50,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.45454545454545453
