qid,vid,duration_bin,gt_duration_sec,audio_duration_sec,hard_center_hit10_2s,random25_center_hit10_2s_mean,hard_minus_random_center,cohort,p3_location_failure,condition,active_layer,removed_token_count,full_center_hit10_2s,intervention_center_hit10_2s,intervention_minus_full_center_pp,intervention_oracle10_iou07,intervention_width_gt_ratio
T9_ep-3BZDY_1,T9_ep-3BZDY,0-2s,1.0,299.0,1.0,0.4,0.6,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,0.0,0.0,0.0,0.0,9.0
T9_ep-3BZDY_1,T9_ep-3BZDY,0-2s,1.0,299.0,1.0,0.4,0.6,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,0.0,0.0,0.0,0.0,10.0
T9_ep-3BZDY_1,T9_ep-3BZDY,0-2s,1.0,299.0,1.0,0.4,0.6,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,0.0,0.0,0.0,0.0,10.0
T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,1.0,299.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,10,0.0,0.0,0.0,0.0,13.0
T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,1.0,299.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,10,0.0,0.0,0.0,0.0,14.0
T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,1.0,299.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,10,0.0,0.0,0.0,0.0,12.0
T9_ep-3BZDY_2,T9_ep-3BZDY,0-2s,1.0,299.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,10,0.0,0.0,0.0,0.0,12.0
Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,4.0,225.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,32,1.0,1.0,0.0,1.0,2.75
Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,4.0,225.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,32,1.0,1.0,0.0,1.0,0.75
Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,4.0,225.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,32,1.0,1.0,0.0,1.0,2.75
Tgxst7Ft9js_1,Tgxst7Ft9js,2-5s,4.0,225.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,32,1.0,1.0,0.0,1.0,2.75
TtRtURWVYBE_2,TtRtURWVYBE,2-5s,3.0,67.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,1.0,1.0
TtRtURWVYBE_2,TtRtURWVYBE,2-5s,3.0,67.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,1.0,1.0
TtRtURWVYBE_2,TtRtURWVYBE,2-5s,3.0,67.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,1.0,1.0
TtRtURWVYBE_2,TtRtURWVYBE,2-5s,3.0,67.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,1.0,1.0
U3CAjsm1sec_1,U3CAjsm1sec,2-5s,4.0,89.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,5,0.0,0.0,0.0,0.0,2.25
U3CAjsm1sec_1,U3CAjsm1sec,2-5s,4.0,89.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,5,0.0,0.0,0.0,0.0,1.0
U3CAjsm1sec_1,U3CAjsm1sec,2-5s,4.0,89.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,5,0.0,0.0,0.0,0.0,2.5
U3CAjsm1sec_1,U3CAjsm1sec,2-5s,4.0,89.0,0.0,0.1,-0.1,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,5,0.0,0.0,0.0,0.0,2.5
U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,3.0,223.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,1.0,1.0,0.0,0.0,2.0
U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,3.0,223.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,1.0,1.0,0.0,0.0,2.0
U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,3.0,223.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,1.0,1.0,0.0,0.0,2.0
U5ij0M7T-hk_1,U5ij0M7T-hk,2-5s,3.0,223.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,1.0,1.0,0.0,0.0,2.0
U90e2P9jy30_1,U90e2P9jy30,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,32,1.0,1.0,0.0,0.0,5.5
U90e2P9jy30_1,U90e2P9jy30,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,32,1.0,1.0,0.0,0.0,5.5
U90e2P9jy30_1,U90e2P9jy30,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,32,1.0,1.0,0.0,0.0,5.5
U90e2P9jy30_1,U90e2P9jy30,2-5s,2.0,300.0,0.0,0.9,-0.9,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,32,1.0,1.0,0.0,0.0,5.5
U90e2P9jy30_2,U90e2P9jy30,2-5s,3.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,16,0.0,0.0,0.0,0.0,5.0
U90e2P9jy30_2,U90e2P9jy30,2-5s,3.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,16,0.0,0.0,0.0,0.0,5.0
U90e2P9jy30_2,U90e2P9jy30,2-5s,3.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,16,0.0,0.0,0.0,0.0,5.0
U90e2P9jy30_2,U90e2P9jy30,2-5s,3.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,16,0.0,0.0,0.0,0.0,5.0
UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,2.0,137.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,1.0,1.0,0.0,0.0,2.5
UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,2.0,137.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,1.0,1.0,0.0,0.0,3.0
UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,2.0,137.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,1.0,1.0,0.0,0.0,3.0
UAmDLPjNyMg_1,UAmDLPjNyMg,2-5s,2.0,137.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,1.0,1.0,0.0,0.0,3.0
UE3XnVFodMI_1,UE3XnVFodMI,2-5s,4.0,249.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,18,0.0,0.0,0.0,0.0,10.25
UE3XnVFodMI_1,UE3XnVFodMI,2-5s,4.0,249.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,18,0.0,0.0,0.0,0.0,1.75
UE3XnVFodMI_1,UE3XnVFodMI,2-5s,4.0,249.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,18,0.0,0.0,0.0,0.0,10.5
UE3XnVFodMI_1,UE3XnVFodMI,2-5s,4.0,249.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,18,0.0,0.0,0.0,0.0,10.5
UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,2.0,59.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,1,1.0,1.0,0.0,1.0,1.0
UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,2.0,59.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,1,1.0,1.0,0.0,1.0,1.0
UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,2.0,59.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,1,1.0,1.0,0.0,0.0,1.5
UQtBt6CQpwg_1,UQtBt6CQpwg,2-5s,2.0,59.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,1,1.0,1.0,0.0,0.0,1.5
UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,3.0,113.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,6,1.0,1.0,0.0,0.0,8.0
UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,3.0,113.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,6,1.0,1.0,0.0,0.0,8.0
UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,3.0,113.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,6,1.0,1.0,0.0,0.0,8.0
UXGzbBGbqAA_2,UXGzbBGbqAA,2-5s,3.0,113.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,6,1.0,1.0,0.0,0.0,8.0
V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,4.0,82.0,0.0,0.5,-0.5,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,14,1.0,1.0,0.0,0.0,0.5
V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,4.0,82.0,0.0,0.5,-0.5,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,14,1.0,0.0,-100.0,0.0,0.75
V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,4.0,82.0,0.0,0.5,-0.5,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,14,1.0,1.0,0.0,0.0,0.5
V4PLSw_WzVw_1,V4PLSw_WzVw,2-5s,4.0,82.0,0.0,0.5,-0.5,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,14,1.0,1.0,0.0,0.0,0.5
V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,2.0,82.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,0.0,2.0
V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,2.0,82.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,0.0,1.5
V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,2.0,82.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,0.0,2.0
V4PLSw_WzVw_2,V4PLSw_WzVw,2-5s,2.0,82.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,0.0,2.0
V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,4.0,77.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,1.0,1.25
V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,4.0,77.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,1.0,0.75
V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,4.0,77.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,1.0,1.25
V8A0VRGdgwM_1,V8A0VRGdgwM,2-5s,4.0,77.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,1.0,1.25
V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,2.0,77.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,0.0,0.0,0.0,0.0,2.0
V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,2.0,77.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,0.0,0.0,0.0,0.0,2.0
V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,2.0,77.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,0.0,0.0,0.0,0.0,2.0
V8A0VRGdgwM_2,V8A0VRGdgwM,2-5s,2.0,77.0,0.0,0.6,-0.6,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,0.0,0.0,0.0,0.0,2.0
VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,13,1.0,1.0,0.0,0.0,2.5
VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,13,1.0,1.0,0.0,1.0,1.0
VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,13,1.0,1.0,0.0,0.0,2.0
VE6Ku0-ucUM_1,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,13,1.0,1.0,0.0,0.0,2.0
VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,3.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,1.0,1.0,0.0,0.0,1.0
VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,3.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,1.0,1.0,0.0,0.0,1.0
VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,3.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,1.0,1.0,0.0,0.0,1.0
VE6Ku0-ucUM_2,VE6Ku0-ucUM,2-5s,3.0,66.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,1.0,1.0,0.0,0.0,1.0
VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,1.0,1.0,0.0,0.0,5.0
VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,1.0,1.0,0.0,0.0,5.0
VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,1.0,1.0,0.0,0.0,5.0
VE6Ku0-ucUM_3,VE6Ku0-ucUM,2-5s,2.0,66.0,1.0,0.9,0.09999999999999998,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,1.0,1.0,0.0,0.0,5.0
VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,2.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,10,1.0,1.0,0.0,0.0,1.5
VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,2.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,10,1.0,1.0,0.0,0.0,2.0
VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,2.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,10,1.0,1.0,0.0,0.0,1.5
VZLZ08k3YeA_1,VZLZ08k3YeA,2-5s,2.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,10,1.0,1.0,0.0,0.0,1.5
VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,1.0,142.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,4,0.0,1.0,100.0,0.0,3.0
VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,1.0,142.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,4,0.0,1.0,100.0,0.0,3.0
VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,1.0,142.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,4,0.0,0.0,0.0,0.0,4.0
VZLZ08k3YeA_3,VZLZ08k3YeA,0-2s,1.0,142.0,0.0,0.5,-0.5,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,4,0.0,0.0,0.0,0.0,4.0
VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,4.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,8,1.0,1.0,0.0,0.0,1.5
VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,4.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,8,1.0,1.0,0.0,0.0,1.25
VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,4.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,8,1.0,1.0,0.0,0.0,1.5
VZLZ08k3YeA_4,VZLZ08k3YeA,2-5s,4.0,142.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,8,1.0,1.0,0.0,0.0,1.5
VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,41,0.0,0.0,0.0,0.0,6.0
VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,41,0.0,0.0,0.0,0.0,7.0
VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,41,0.0,0.0,0.0,0.0,7.0
VjSEIRnLAh8_2,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.0,0.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,41,0.0,0.0,0.0,0.0,7.0
VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,43,0.0,0.0,0.0,0.0,14.0
VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,43,0.0,0.0,0.0,0.0,17.0
VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,43,0.0,0.0,0.0,0.0,11.5
VjSEIRnLAh8_4,VjSEIRnLAh8,2-5s,2.0,300.0,0.0,0.2,-0.2,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,43,0.0,0.0,0.0,0.0,11.5
WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,3.0,281.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,5,1.0,1.0,0.0,0.0,4.0
WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,3.0,281.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,5,1.0,1.0,0.0,0.0,4.0
WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,3.0,281.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,5,1.0,1.0,0.0,0.0,4.0
WCYfCfW9NA0_4,WCYfCfW9NA0,2-5s,3.0,281.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,5,1.0,1.0,0.0,0.0,4.0
WUpeplQr3A4_1,WUpeplQr3A4,2-5s,2.0,300.0,0.0,0.3,-0.3,harmful,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,12,1.0,1.0,0.0,0.0,5.0
WUpeplQr3A4_1,WUpeplQr3A4,2-5s,2.0,300.0,0.0,0.3,-0.3,harmful,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,12,1.0,1.0,0.0,0.0,4.5
WUpeplQr3A4_1,WUpeplQr3A4,2-5s,2.0,300.0,0.0,0.3,-0.3,harmful,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,12,1.0,1.0,0.0,0.0,5.5
WUpeplQr3A4_1,WUpeplQr3A4,2-5s,2.0,300.0,0.0,0.3,-0.3,harmful,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,12,1.0,1.0,0.0,0.0,5.5
WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,2.0,299.0,0.0,0.3,-0.3,harmful,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,0.0,0.0,0.0,0.0,4.0
WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,2.0,299.0,0.0,0.3,-0.3,harmful,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,0.0,0.0,0.0,0.0,4.0
WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,2.0,299.0,0.0,0.3,-0.3,harmful,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,0.0,0.0,0.0,0.0,4.0
WUyeFOyKIg0_1,WUyeFOyKIg0,2-5s,2.0,299.0,0.0,0.3,-0.3,harmful,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,0.0,0.0,0.0,0.0,4.0
WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,3.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,5,1.0,1.0,0.0,0.0,3.3333333333333335
WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,3.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,5,1.0,1.0,0.0,0.0,3.3333333333333335
WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,3.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,5,1.0,1.0,0.0,0.0,3.3333333333333335
WUyeFOyKIg0_2,WUyeFOyKIg0,2-5s,3.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,5,1.0,1.0,0.0,0.0,3.3333333333333335
Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,2,1.0,1.0,0.0,0.0,3.5
Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,2,1.0,1.0,0.0,0.0,3.5
Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,2,1.0,1.0,0.0,0.0,3.0
Wq4OD3olO2w_1,Wq4OD3olO2w,2-5s,2.0,299.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,2,1.0,1.0,0.0,0.0,3.0
WqXFAY4k79s_1,WqXFAY4k79s,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,1.0,1.0,0.0,0.0,4.0
WqXFAY4k79s_1,WqXFAY4k79s,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,1.0,1.0,0.0,0.0,4.0
WqXFAY4k79s_1,WqXFAY4k79s,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,1.0,1.0,0.0,0.0,4.333333333333333
WqXFAY4k79s_1,WqXFAY4k79s,2-5s,3.0,300.0,1.0,1.0,0.0,control,0,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,1.0,1.0,0.0,0.0,4.333333333333333
XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,1.0,140.0,1.0,0.0,1.0,control,1,REMOVE_HARD_ALL_LAYERS,ALL_LAYERS,3,0.0,0.0,0.0,0.0,7.0
XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,1.0,140.0,1.0,0.0,1.0,control,1,REMOVE_HARD_LAYER1_ONLY,LAYER1_ONLY,3,0.0,0.0,0.0,0.0,7.0
XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,1.0,140.0,1.0,0.0,1.0,control,1,REMOVE_HARD_LAYER2_ONLY,LAYER2_ONLY,3,0.0,0.0,0.0,0.0,8.0
XZTt1xdK8uQ_1,XZTt1xdK8uQ,0-2s,1.0,140.0,1.0,0.0,1.0,control,1,REMOVE_HARD_FINAL_LAYER_ONLY,FINAL_LAYER_ONLY,3,0.0,0.0,0.0,0.0,8.0
