qid,duration_bin,cohort,condition,replicate,full_hit,intervention_hit,transition
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,0,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,1,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,2,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,3,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,4,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,5,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,6,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,7,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,8,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_RANDOM,9,1,1,both_hit
--0w1YA1Hm4_1,0-2s,harmful,REMOVE_HARD,0,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
--0w1YA1Hm4_2,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
--0w1YA1Hm4_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
-FW109cbv0g_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
-FW109cbv0g_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
-FW109cbv0g_4,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
-FW109cbv0g_5,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,0,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,1,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,2,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,3,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,4,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,5,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,6,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,7,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,8,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_RANDOM,9,0,0,both_miss
-NrFeH-kBSM_2,0-2s,control,REMOVE_HARD,0,0,0,both_miss
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
-NrFeH-kBSM_4,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
-mhFGevxLUg_3,2-5s,control,REMOVE_HARD,0,0,0,both_miss
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,0,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,1,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,2,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,3,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,4,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,5,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,6,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,7,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,8,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_RANDOM,9,1,1,both_hit
-nQHwrRLfc0_2,0-2s,harmful,REMOVE_HARD,0,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
-oy0BkpMGAk_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
-oy0BkpMGAk_3,2-5s,control,REMOVE_HARD,0,0,0,both_miss
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,0,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,1,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,2,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,3,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,4,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,5,1,0,hit_to_miss
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,6,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,7,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,8,1,0,hit_to_miss
096oTVzc5Gs_4,0-2s,control,REMOVE_RANDOM,9,1,1,both_hit
096oTVzc5Gs_4,0-2s,control,REMOVE_HARD,0,1,0,hit_to_miss
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,1,1,0,hit_to_miss
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
0AsXkZkqelg_1,2-5s,harmful,REMOVE_HARD,0,1,0,hit_to_miss
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
0AsXkZkqelg_2,2-5s,control,REMOVE_HARD,0,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
0_K6OKtoBBU_1,2-5s,control,REMOVE_HARD,0,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
0_K6OKtoBBU_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
0a9wVat2PWk_2,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
0a9wVat2PWk_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,6,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,7,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,8,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_RANDOM,9,0,0,both_miss
0a9wVat2PWk_4,2-5s,harmful,REMOVE_HARD,0,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
0fMXnvD38zI_1,2-5s,control,REMOVE_HARD,0,0,0,both_miss
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,0,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,1,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,5,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,6,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,8,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_RANDOM,9,0,1,miss_to_hit
0yETgW44MZU_2,2-5s,control,REMOVE_HARD,0,0,0,both_miss
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,0,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,1,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,2,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,3,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,4,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,5,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,6,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,7,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,8,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_RANDOM,9,1,1,both_hit
14izd_i3ryE_3,2-5s,harmful,REMOVE_HARD,0,1,1,both_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,1,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,2,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,3,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,6,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,7,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,8,0,0,both_miss
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_RANDOM,9,0,1,miss_to_hit
1FNJbN-eHY4_1,2-5s,harmful,REMOVE_HARD,0,0,1,miss_to_hit
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,6,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,7,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,8,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_RANDOM,9,0,0,both_miss
1GgEpRZDWN0_1,2-5s,harmful,REMOVE_HARD,0,0,0,both_miss
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,0,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,1,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,2,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,3,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,4,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,5,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,6,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,7,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,8,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_RANDOM,9,1,1,both_hit
1IoHRTUp86c_3,2-5s,control,REMOVE_HARD,0,1,1,both_hit
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,0,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,1,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,2,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,3,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,4,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,5,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,6,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,7,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,8,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_RANDOM,9,0,0,both_miss
1Og2TJ3bXW0_1,2-5s,control,REMOVE_HARD,0,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,0,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,1,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,2,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,3,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,4,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,5,0,0,both_miss
1Og2TJ3bXW0_2,2-5s,harmful,REMOVE_RANDOM,6,0,0,both_miss
