row_type,gt_duration_bin_broad,matching_cell,short_qid,long_qid,short_vid,long_vid,short_audio_duration_sec,long_audio_duration_sec,short_gt_duration_sec,long_gt_duration_sec,short_gt_count,long_gt_count,short_query_word_count,long_query_word_count,short_r1_iou05,long_r1_iou05,long_minus_short_r1_iou05,short_r1_iou07,long_r1_iou07,long_minus_short_r1_iou07,short_oracle10_iou07,long_oracle10_iou07,long_minus_short_oracle10_iou07,short_qd_top1_center_hit_le_2s,long_qd_top1_center_hit_le_2s,long_minus_short_qd_top1_center_hit_le_2s,short_final_width_gt_ratio,long_final_width_gt_ratio,long_minus_short_final_width_gt_ratio,short_center_error_sec,long_center_error_sec,long_minus_short_center_error_sec,short_normalized_gt_width,long_normalized_gt_width,long_minus_short_normalized_gt_width
matched_pair,0-2s,1-2s|1|0-5w,C5kmOK_l4jc_1,_YS5uKWoB6g_5,C5kmOK_l4jc,_YS5uKWoB6g,79.0,237.0,1.0,1.0,1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,6.5,51.5,45.0,0.012658227848101266,0.004219409282700422,-0.008438818565400845
matched_pair,0-2s,1-2s|1|11-15w,52IxrdTxGs4_2,hmd6pa2e_rs_1,52IxrdTxGs4,hmd6pa2e_rs,213.0,242.0,1.0,1.0,1,1,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,10.0,8.5,-1.5,0.004694835680751174,0.004132231404958678,-0.000562604275792496
matched_pair,0-2s,1-2s|1|11-15w,6Nvu6EcpdE8_3,lrKGCtSsAkA_3,6Nvu6EcpdE8,lrKGCtSsAkA,211.0,240.0,1.0,1.0,1,1,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,67.0,53.0,61.5,83.0,21.5,0.004739336492890996,0.004166666666666667,-0.000572669826224329
matched_pair,0-2s,1-2s|1|11-15w,PYP-r0nvbFk_3,MPLZUg89y5U_2,PYP-r0nvbFk,MPLZUg89y5U,121.0,300.0,1.0,1.0,1,1,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,23.0,21.0,69.5,48.5,0.008264462809917356,0.0033333333333333335,-0.004931129476584022
matched_pair,0-2s,1-2s|1|6-10w,096oTVzc5Gs_4,T9_ep-3BZDY_2,096oTVzc5Gs,T9_ep-3BZDY,129.0,299.0,1.0,1.0,1,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,68.5,38.0,-30.5,0.007751937984496124,0.0033444816053511705,-0.004407456379144954
matched_pair,0-2s,1-2s|1|6-10w,27HIamF8pKo_3,3VHpLxtd498_1,27HIamF8pKo,3VHpLxtd498,140.0,242.0,1.0,1.0,1,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,13.0,14.0,1.0,0.0,145.5,145.5,0.007142857142857143,0.004132231404958678,-0.003010625737898465
matched_pair,0-2s,1-2s|1|6-10w,BA-lFjpzad4_2,5t6tSW0yT40_4,BA-lFjpzad4,5t6tSW0yT40,64.0,299.0,1.0,1.0,1,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,9.5,238.0,228.5,0.015625,0.0033444816053511705,-0.01228051839464883
matched_pair,0-2s,1-2s|1|6-10w,Dn3buZWMzwY_2,e2rScj9UyMs_2,Dn3buZWMzwY,e2rScj9UyMs,99.0,225.0,1.0,1.0,1,1,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,4.5,153.5,149.0,0.010101010101010102,0.0044444444444444444,-0.005656565656565657
matched_pair,0-2s,1-2s|1|6-10w,Dn3buZWMzwY_3,b1PXsfgQw5w_2,Dn3buZWMzwY,b1PXsfgQw5w,99.0,297.0,1.0,1.0,1,1,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,5.0,3.0,37.5,34.5,0.010101010101010102,0.003367003367003367,-0.006734006734006735
matched_pair,0-2s,1-2s|1|6-10w,PYP-r0nvbFk_2,fPqj3nnwQOI_4,PYP-r0nvbFk,fPqj3nnwQOI,121.0,280.0,1.0,1.0,1,1,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,24.0,34.5,103.5,69.0,0.008264462809917356,0.0035714285714285713,-0.004693034238488785
matched_pair,0-2s,1-2s|1|6-10w,kXjzsroVTtw_1,9dLLsZVRSZI_1,kXjzsroVTtw,9dLLsZVRSZI,92.0,225.0,1.0,1.0,1,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,57.5,0.5,-57.0,0.010869565217391304,0.0044444444444444444,-0.00642512077294686
matched_pair,0-2s,1-2s|1|6-10w,tIM-H2rdq8U_3,G3YO2unWz7k_1,tIM-H2rdq8U,G3YO2unWz7k,105.0,299.0,1.0,1.0,1,1,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,42.5,177.0,134.5,0.009523809523809525,0.0033444816053511705,-0.006179327918458355
matched_pair,0-2s,1-2s|1|6-10w,4_DjmCg8Ra8_1,eRU-rABp8nk_3,4_DjmCg8Ra8,eRU-rABp8nk,196.0,299.0,1.0,1.0,1,1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,4.0,6.5,8.5,2.0,0.00510204081632653,0.0033444816053511705,-0.0017575592109753597
matched_pair,0-2s,1-2s|1|6-10w,A61Mry8zBwE_1,lrKGCtSsAkA_4,A61Mry8zBwE,lrKGCtSsAkA,132.0,240.0,1.0,1.0,1,1,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,25.0,4.5,-20.5,0.007575757575757576,0.004166666666666667,-0.0034090909090909094
matched_pair,0-2s,1-2s|1|6-10w,XZTt1xdK8uQ_1,vfNKduToki4_1,XZTt1xdK8uQ,vfNKduToki4,140.0,217.0,1.0,1.0,1,1,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,48.5,28.5,-20.0,0.007142857142857143,0.004608294930875576,-0.0025345622119815666
matched_pair,0-2s,1-2s|2|0-5w,HVz-FJBf_iM_1,H7rd9bZtbgc_2,HVz-FJBf_iM,H7rd9bZtbgc,67.0,299.0,1.0,1.0,2,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,158.0,154.0,13.5,108.5,95.0,0.014925373134328358,0.0033444816053511705,-0.011580891528977188
matched_pair,0-2s,1-2s|2|0-5w,vruDH_YLaPI_1,-NrFeH-kBSM_2,vruDH_YLaPI,-NrFeH-kBSM,125.0,300.0,1.0,1.0,2,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,3.0,9.0,6.0,0.0,149.0,149.0,0.008,0.0033333333333333335,-0.004666666666666666
matched_pair,0-2s,1-2s|2|6-10w,Kel-hfZ_9h8_4,CefFMA3klxk_1,Kel-hfZ_9h8,CefFMA3klxk,147.0,299.0,1.0,1.0,2,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,34.0,30.5,-3.5,0.006802721088435374,0.0033444816053511705,-0.0034582394830842034
matched_pair,0-2s,1-2s|2|6-10w,RfGapDlAYoQ_2,aZAXO2WZn84_5,RfGapDlAYoQ,aZAXO2WZn84,150.0,300.0,1.0,1.0,2,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,64.0,168.5,104.5,0.006666666666666667,0.0033333333333333335,-0.0033333333333333335
matched_pair,0-2s,1-2s|2|6-10w,gr5Zss89yLQ_1,b1PXsfgQw5w_1,gr5Zss89yLQ,b1PXsfgQw5w,106.0,297.0,1.0,1.0,2,2,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,4.0,10.0,6.0,0.5,49.5,49.0,0.009433962264150943,0.003367003367003367,-0.006066958897147576
