gt_duration_band,outcome,model,N,r2,standardized_betas,median_audio_duration_sec,median_normalized_gt_width,median_initial_width_gt_ratio
20s+,final_width_gt_ratio,NORMALIZED_GT_WIDTH_ONLY,357,0.05425361581090893,"{""normalized_gt_width"": -0.23292405588712597}",299.0,0.21666666666666667,2.361420893267053
20s+,final_width_gt_ratio,INITIAL_WIDTH_GT_ONLY,357,0.07661805746675932,"{""initial_width_gt_ratio_median"": 0.27679967027935437}",299.0,0.21666666666666667,2.361420893267053
20s+,final_width_gt_ratio,AUDIO_DURATION_PLUS_INITIAL_WIDTH_GT,357,0.0766433698926331,"{""audio_duration_sec"": -0.005411731102735085, ""initial_width_gt_ratio_median"": 0.27879326192620635}",299.0,0.21666666666666667,2.361420893267053
20s+,final_width_gt_ratio,AUDIO_DURATION_PLUS_NORMALIZED_GT_WIDTH,357,0.05579399528796902,"{""audio_duration_sec"": 0.04058679356873772, ""normalized_gt_width"": -0.2225844071923529}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,AUDIO_DURATION_ONLY,357,2.865920804762112e-05,"{""audio_duration_sec"": -0.005353429559410346}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,GT_ABSOLUTE_DURATION_ONLY,357,0.0012725319137791846,"{""gt_duration_sec"": -0.0356725652817278}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,NORMALIZED_GT_WIDTH_ONLY,357,0.0012450669697504635,"{""normalized_gt_width"": -0.0352855065111783}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,INITIAL_WIDTH_GT_ONLY,357,0.0051616473199085355,"{""initial_width_gt_ratio_median"": -0.07184460536399723}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,AUDIO_DURATION_PLUS_INITIAL_WIDTH_GT,357,0.00567739293377445,"{""audio_duration_sec"": 0.024427954170446436, ""initial_width_gt_ratio_median"": -0.0808434570178186}",299.0,0.21666666666666667,2.361420893267053
20s+,short_failure_iou07,AUDIO_DURATION_PLUS_NORMALIZED_GT_WIDTH,357,0.0014650528232367233,"{""audio_duration_sec"": -0.015337983195727198, ""normalized_gt_width"": -0.039192919341451735}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,AUDIO_DURATION_ONLY,357,2.865920804762112e-05,"{""audio_duration_sec"": 0.005353429559410552}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,GT_ABSOLUTE_DURATION_ONLY,357,0.0012725319137791846,"{""gt_duration_sec"": 0.03567256528172787}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,NORMALIZED_GT_WIDTH_ONLY,357,0.0012450669697504635,"{""normalized_gt_width"": 0.03528550651117828}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,INITIAL_WIDTH_GT_ONLY,357,0.0051616473199084245,"{""initial_width_gt_ratio_median"": 0.0718446053639973}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,AUDIO_DURATION_PLUS_INITIAL_WIDTH_GT,357,0.005677392933774561,"{""audio_duration_sec"": -0.02442795417044615, ""initial_width_gt_ratio_median"": 0.08084345701781843}",299.0,0.21666666666666667,2.361420893267053
20s+,r1_iou07,AUDIO_DURATION_PLUS_NORMALIZED_GT_WIDTH,357,0.0014650528232368343,"{""audio_duration_sec"": 0.015337983195727468, ""normalized_gt_width"": 0.039192919341451825}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,AUDIO_DURATION_ONLY,357,0.002439341978139997,"{""audio_duration_sec"": -0.049389695060205845}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,GT_ABSOLUTE_DURATION_ONLY,357,0.012291044069240864,"{""gt_duration_sec"": 0.11086498125756666}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,NORMALIZED_GT_WIDTH_ONLY,357,0.018209891370003395,"{""normalized_gt_width"": 0.13494403050896067}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,INITIAL_WIDTH_GT_ONLY,357,0.0028832882483139644,"{""initial_width_gt_ratio_median"": -0.05369625916498908}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,AUDIO_DURATION_PLUS_INITIAL_WIDTH_GT,357,0.0038976265328394266,"{""audio_duration_sec"": -0.03425789971433628, ""initial_width_gt_ratio_median"": -0.0410762192160947}",299.0,0.21666666666666667,2.361420893267053
20s+,oracle10_iou07,AUDIO_DURATION_PLUS_NORMALIZED_GT_WIDTH,357,0.01845089756252749,"{""audio_duration_sec"": -0.01605406368957708, ""normalized_gt_width"": 0.13085419329645415}",299.0,0.21666666666666667,2.361420893267053
